icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
a35da8,FFT2035 ,United States,1560302900,1560302900,-111.769,36.0164,9753.6,false,239.2,255.43,0,,,10294.62,0332,false
c05858,ROU1906 ,Canada,1560302899,1560302899,-65.682,46.9217,10668,false,252.82,87.55,0,,,10995.66,2201,false
c05840,ACA864  ,Canada,1560302900,1560302900,-55.1172,46.9393,11277.6,false,277.12,87.13,0.33,,,11551.92,1064,false
c05843,ROU1966 ,Canada,1560302899,1560302899,-74.4877,45.4855,10058.4,false,280.96,46.78,0,,,10066.02,0513,false
a04d68,N1188N  ,United States,,1560302899,,,1021.08,false,70.13,261.99,-0.98,,,1021.08,0307,false
c008d7,JZA824  ,Canada,1560302900,1560302900,-74.9901,45.3254,5516.88,false,194.61,92.27,4.88,,,5547.36,1075,false
407345,BCS336  ,United Kingdom,1560302899,1560302900,3.1533,53.2782,11277.6,true,90.03,2,,,,,1161,false
aaf1fa,DAL444  ,United States,1560302899,1560302900,-61.3281,43.8907,10668,false,261.93,65.15,0,,,11109.96,,false
a688ff,ASA251  ,United States,,1560302900,,,,false,224.26,319,0,,,,,false
780703,,China,1560302673,1560302674,105.12,31.099,6697.98,false,225.44,56.16,10.08,,,7033.26,1503,false
a84e0c,QXE2803 ,United States,1560302898,1560302898,-121.9806,47.5794,1463.04,false,116.39,336.83,0.33,,,1554.48,0670,false
c0583a,ACA892  ,Canada,1560302899,1560302899,-57.1765,46.2056,11277.6,false,279.35,99.22,0,,,11635.74,0642,false
adea26,AAL1505 ,United States,1560302900,1560302900,-88.9373,41.3834,4678.68,false,170.63,97.28,-6.5,,,4800.6,7357,false
780709,CSN3447 ,China,1560302885,1560302885,105.634,30.7385,5417.82,false,199.79,262.45,-10.4,,,5699.76,6242,false
510115,BRU8911 ,Belarus,1560302900,1560302900,28.7275,45.1478,10668,false,241.43,177.92,0,,,11026.14,6261,false
7bb0fd,CCA4319 ,China,1560302853,1560302874,112.275,23.2295,960.12,false,201.83,129.21,-12.35,,,4358.64,0603,true
800c99,IGO7105 ,India,1560302900,1560302900,78.6294,16.3311,4572,false,117.95,161.17,0.33,,,4808.22,2721,false
a0b71a,N145UW  ,United States,1560302583,1560302597,-89.4326,43.0764,,true,0.06,284,,,,,4257,false
a004b4,N100A   ,United States,1560302722,1560302898,-80.3237,38.1083,1889.76,false,307.65,58.89,-14.63,,,11475.72,2314,false
a72e69,,United States,,1560302899,,,9250.68,false,258.69,49.44,-11.7,,,9669.78,2404,false
406c3a,VIR207  ,United Kingdom,1560302899,1560302899,29.6623,54.4974,12184.38,false,245.95,268.92,0,,,12580.62,6231,false
a61565,N491SF  ,United States,1560302886,1560302886,-122.1753,48.1775,281.94,false,53.89,200.68,1.95,,,297.18,1200,false
800c93,IGO2212 ,India,1560302899,1560302899,73.4983,20.9667,10126.98,false,223.72,197.39,-13.66,,,10896.6,0551,false
800c8f,VTI793  ,India,1560302899,1560302899,77.0996,28.3746,1889.76,false,142.26,186.02,8.13,,,1859.28,0534,false
780719,CSZ9936 ,China,1560302880,1560302898,113.5821,22.8076,1424.94,false,126.1,62.29,-8.13,,,1607.82,2735,false
a60e77,DLX49   ,United States,1560302899,1560302900,-118.9512,37.1107,11704.32,false,194.44,205.55,-5.2,,,12275.82,6047,false
a3a263,EJA333  ,United States,1560302781,1560302853,-84.1424,38.3096,10668,false,229.63,131.37,-7.48,,,11140.44,6225,false
a03a0b,N1132W  ,United States,1560302899,1560302899,-105.4741,39.8535,3124.2,false,56.79,227.2,0.33,,,3284.22,1200,false
a7deb9,NDU606  ,United States,1560302899,1560302899,-111.8773,32.9652,2171.7,false,59.37,27.9,-1.95,,,2164.08,4332,false
ad049a,AAL275  ,United States,1560302805,1560302883,-78.9714,28.8222,11582.4,false,226.91,186.77,0,,,12214.86,2446,false
406c39,VIR20V  ,United Kingdom,1560302899,1560302899,-121.6724,38.3127,4663.44,false,233.59,35.86,8.78,,,4655.82,0535,false
7543ba,MXD1239 ,Malaysia,1560302900,1560302900,101.6599,3.4869,2682.24,false,122.28,231.49,-5.85,,,2827.02,0336,false
851580,JAL664  ,Japan,1560302900,1560302900,133.1404,33.7603,8450.58,false,242.83,58.16,12.35,,,8679.18,2176,false
3185fc,,Italy,,1560302627,,,,false,11.32,81,,,,,,false
a27a2d,AAY548  ,United States,1560302898,1560302900,-111.9553,39.1905,10972.8,false,222.77,359.34,0.33,,,11536.68,0704,false
a16d89,SKW3328 ,United States,1560302899,1560302899,-96.9385,33.4001,1371.6,false,141.98,96.87,-2.93,,,1432.56,3655,false
4d2190,AMC175  ,Malta,1560302900,1560302900,10.9535,38.7715,11269.98,false,238.94,141.21,0,,,11666.22,1203,false
7806c0,,China,,1560302898,,,8846.82,false,254.49,70.39,-0.33,,,9166.86,,false
a3b4b5,DAL653  ,United States,1560302899,1560302899,-93.9956,39.3731,11277.6,false,246.18,19.53,0.33,,,11498.58,1312,false
a231a6,SKW4095 ,United States,1560302585,1560302586,-111.9531,40.6017,2179.32,false,99.67,354.97,-5.53,,,2316.48,3377,false
a0f1bb,AAL2289 ,United States,1560302826,1560302827,-86.0472,29.9255,9730.74,false,222.21,292.17,0,,,10294.62,1375,false
a1b107,BXR1571 ,United States,1560302899,1560302900,-121.1422,38.2603,1371.6,false,87.27,343.92,0,,,1440.18,4502,false
71004d,SVA746  ,Saudi Arabia,1560302881,1560302897,48.4397,27.0799,11277.6,false,253.9,87.33,0,,,12001.5,5220,false
04c118,KQA887  ,Kenya,1560302899,1560302900,100.899,13.8799,1653.54,false,123.41,10.33,-5.85,,,1691.64,3117,false
a39a13,FFT131  ,United States,1560302899,1560302900,-91.2566,41.8616,10972.8,false,199.75,263.79,0,,,11132.82,7001,false
7c5950,RXA4363 ,Australia,1560302896,1560302900,138.3721,-35.0531,922.02,false,98.38,77.93,-2.6,,,922.02,3610,false
861b47,ANA8421 ,Japan,1560302896,1560302900,101.4262,13.3709,6103.62,false,208.26,252.46,-10.73,,,6530.34,3202,false
710062,SVA314  ,Saudi Arabia,1560302899,1560302900,46.3883,24.9333,4152.9,false,181.53,131.32,-5.2,,,4427.22,3356,false
a42405,EJA366  ,United States,1560302803,1560302896,-107.9514,39.0562,10972.8,false,224.95,249.66,0,,,11483.34,1450,false
a9c56a,N729EL  ,United States,1560302899,1560302900,-121.2021,37.6147,1508.76,false,50.45,258.23,2.28,,,1501.14,5314,false
aafda1,UAL912  ,United States,1560302899,1560302899,-91.6469,35.3861,10363.2,false,215.37,284.67,0,,,10759.44,,false
ab1db2,UAL439  ,United States,1560302900,1560302900,-87.2478,42.4177,3322.32,false,162.45,249.61,0,,,3390.9,6212,false
a3b4d6,AAL2597 ,United States,1560302887,1560302898,-109.1059,32.7599,9753.6,false,229.47,283.35,-0.33,,,10287,2761,false
86d2aa,ANA404  ,Japan,1560302682,1560302682,140.1936,35.9388,3383.28,false,176.36,188.56,0,,,3451.86,1777,false
406add,TCX34LP ,United Kingdom,1560302899,1560302899,5.986,51.9043,10980.42,false,256.41,298.26,0,,,11148.06,0605,false
862248,AJX809  ,Japan,1560302840,1560302898,139.2852,35.3354,10363.2,false,212.12,256.54,0.65,,,10561.32,3744,false
a05470,RPA4398 ,United States,1560302667,1560302685,-75.243,39.8684,,true,7.2,75,,,,,1702,false
a4d4c7,TWY410  ,United States,1560302899,1560302899,-122.5248,38.1656,7383.78,false,209.46,178.45,-7.8,,,7780.02,1576,false
406ae0,TCX96WC ,United Kingdom,1560302899,1560302900,18.6377,43.8872,10363.2,false,237.32,310.08,0,,,10759.44,3223,false
c08096,WJA1216 ,Canada,1560302899,1560302900,-77.5393,43.062,9448.8,false,243.21,108.63,0,,,9662.16,0255,false
861b64,ANA675  ,Japan,1560302900,1560302900,133.4843,34.5394,2865.12,false,151.89,229.95,-8.45,,,2903.22,0450,false
a41d04,ASA1174 ,United States,1560302899,1560302900,-117.1718,32.7292,60.96,false,71.52,285.44,-4.55,,,60.96,2262,false
a64a02,NKS1082 ,United States,1560302899,1560302900,-112.1595,35.4548,10652.76,false,250.38,109.07,1.95,,,10645.14,7251,false
840888,ANA875  ,Japan,1560302899,1560302899,132.5688,32.4159,11582.4,false,193.96,244.05,0,,,11955.78,3634,false
a41131,,United States,,1560302900,,,10675.62,false,247.65,10.05,-0.33,,,11231.88,3602,false
a1b162,SKW5468 ,United States,1560302894,1560302895,-95.0526,42.9163,10972.8,false,202.62,253.18,0.33,,,11079.48,,false
85153c,JAL234  ,Japan,1560302885,1560302898,136.2626,34.7824,8831.58,false,239.27,91.23,0,,,9060.18,2157,false
a364ea,DAL2762 ,United States,1560302899,1560302899,-112.269,39.6722,5715,false,202.92,21.1,-10.73,,,6057.9,1046,false
a34ae0,DAL2988 ,United States,1560302900,1560302900,-111.2711,33.9849,4617.72,false,177.97,226.76,-9.75,,,4907.28,6034,false
a1aa4e,SWA365  ,United States,1560302900,1560302900,-77.139,39.215,3962.4,false,185.09,246.93,18.86,,,4091.94,2617,false
861b06,JAL306  ,Japan,1560302865,1560302882,139.8155,34.8707,4084.32,false,156.09,46.2,-7.48,,,4191,7361,false
a2f77b,SWA1885 ,United States,1560302899,1560302900,-119.4312,35.2112,9761.22,false,227.19,302.61,0.33,,,10287,2607,false
868ec0,ANA859  ,Japan,1560302592,1560302592,132.0539,32.2464,10972.8,false,213.77,242.32,0,,,11407.14,3202,false
ab5a1d,UAL1743 ,United States,1560302899,1560302900,-122.5951,42.3678,11582.4,false,240.23,356.32,-0.33,,,12070.08,3773,false
ac8d3c,DAL2268 ,United States,1560302874,1560302874,-85.5312,35.2566,6934.2,false,217.93,313.95,-7.48,,,7254.24,7527,false
a30460,ASA345  ,United States,1560302895,1560302899,-82.0199,38.3678,10363.2,false,206.18,266.42,0,,,10751.82,2774,false
7c331c,RXA3764 ,Australia,1560302899,1560302900,143.5693,-37.9365,5791.2,false,89.61,34.24,0,,,5836.92,4040,false
acdd1b,AAL2664 ,United States,1560302668,1560302668,-113.9908,38.9097,9753.6,false,232.76,312.04,-0.33,,,10294.62,,false
862204,,Japan,,1560302897,,,2194.56,false,158.58,68.1,4.55,,,2232.66,,false
710057,SVA734  ,Saudi Arabia,1560302900,1560302900,52.8525,22.7805,10058.4,false,255.82,97.51,0,,,10698.48,5237,false
85155e,JAL2005 ,Japan,1560302899,1560302899,135.7027,34.7602,4145.28,false,191.03,66.68,17.56,,,4229.1,2225,false
ac31a1,AAL2826 ,United States,1560302900,1560302900,-108.6147,35.6405,7315.2,false,245.54,231.98,0,,,7741.92,6002,false
a90bdb,NKS159  ,United States,1560302899,1560302900,-75.5358,38.304,10972.8,false,207.52,206.82,0,,,11475.72,7111,false
a55736,QXE2064 ,United States,1560302899,1560302900,-121.7438,47.441,2903.22,false,146.09,129.86,6.83,,,3070.86,4641,false
a1b11c,SUB1049 ,United States,1560302900,1560302900,-83.8598,33.6869,1493.52,false,89.34,352.06,-0.65,,,1539.24,3201,false
861b28,JAL311  ,Japan,1560302899,1560302899,133.3554,34.7156,10355.58,false,223.85,255.36,0.33,,,10568.94,0461,false
abbd47,SWA2299 ,United States,1560302896,1560302898,-76.61,39.1078,403.86,false,90.72,266.42,-2.93,,,487.68,5613,false
710046,SVA9413 ,Saudi Arabia,1560302617,1560302825,17.1261,35.4914,11277.6,false,259.75,98.77,0,,,11681.46,3777,false
886288,TAX761  ,Thailand,1560302809,1560302873,110.6103,20.5979,12222.48,false,244.12,229.53,0,,,13083.54,,false
ac3e76,SKW3754 ,United States,1560302626,1560302666,-80.1618,42.1924,670.56,false,100.18,57.37,-0.65,,,701.04,,false
abd5e0,SWA197  ,United States,1560302900,1560302900,-82.9785,39.9976,495.3,false,71.73,94.52,-3.9,,,579.12,5356,false
886286,TAX613  ,Thailand,1560302899,1560302900,133.232,33.2856,12192,false,222.63,224.81,0.33,,,12565.38,3720,false
886281,TAX601  ,Thailand,1560302899,1560302900,134.3898,33.8026,11582.4,false,216.83,241.67,0,,,11871.96,3201,false
abbbc7,        ,United States,1560302089,1560302850,-122.3181,47.4394,9509.76,true,0.45,230,,,,,4636,false
a6a11e,VOI443  ,United States,,1560302899,,,11590.02,false,203.74,316.02,-0.33,,,11582.4,1363,false
a2e49e,HGT4672 ,United States,1560302900,1560302900,-122.5029,45.4476,3116.58,false,148.11,235.76,12.35,,,3307.08,3567,false
abbbae,UAL2144 ,United States,1560302895,1560302896,-72.2612,41.7842,9235.44,false,264.34,53.87,7.8,,,9563.1,3337,false
7bb12d,CSZ9131 ,China,1560302659,1560302834,113.3937,23.7299,8313.42,false,244.58,2.41,6.5,,,8412.48,4524,false
a351fc,,United States,1560302896,1560302897,-111.8393,33.1272,1104.9,false,67.91,24.62,-3.58,,,1097.28,1200,false
71be22,KAL081  ,Republic of Korea,1560302899,1560302900,126.6663,37.5367,3200.4,false,163.13,137.56,3.9,,,3284.22,4315,false
a12625,AAL600  ,United States,1560302899,1560302899,-106.2162,38.6221,10355.58,false,217.13,283.15,-0.33,,,10805.16,0022,false
aaa2d3,SWA506  ,United States,1560302899,1560302900,-90.6039,41.0723,7216.14,false,235.94,83.87,-5.85,,,7383.78,7261,false
a3c900,FFT65   ,United States,1560302899,1560302900,-87.5968,41.4673,9745.98,false,207.48,272.27,0,,,9989.82,1011,false
7c7a4b,VOZ931  ,Australia,1560302900,1560302900,153.1328,-27.3772,-83.82,false,73.39,207.1,-0.98,,,53.34,1505,false
a5e1d7,N47848  ,United States,1560302899,1560302900,-81.786,27.3284,2255.52,false,85.34,124.94,0,,,2362.2,4644,false
7c7a4d,VOZ1321 ,Australia,1560302899,1560302899,146.492,-38.9395,11445.24,false,126.29,263.69,-3.58,,,11658.6,3670,false
39bd22,AFR007  ,France,1560302899,1560302899,-51.4602,46.695,11582.4,false,255.12,72.52,0,,,11742.42,2237,false
39bd23,AFR689  ,France,1560302900,1560302900,-76.029,39.0086,11277.6,false,287.03,44.35,0,,,11727.18,3110,false
800af7,SEJ678  ,India,1560302642,1560302733,75.3102,16.7245,10972.8,false,235.26,308.07,0,,,11711.94,0225,false
800af6,SEJ088  ,India,1560302900,1560302900,100.7218,13.5974,1112.52,false,96.11,216.07,5.53,,,1104.9,6173,false
39bd26,AFR065  ,France,1560302900,1560302900,-86.5986,41.8719,11277.6,false,292.45,84.65,0,,,11452.86,1346,false
ad15cf,AAL1172 ,United States,1560302899,1560302900,-81.3877,42.4706,10668,false,279.44,88.52,0,,,10873.74,6531,false
39bd27,AFR055  ,France,1560302899,1560302899,-53.0237,47.228,11887.2,false,252.58,68.24,0,,,12070.08,2122,false
39bd29,AFR116  ,France,1560302577,1560302649,50.9936,60.8693,12192,false,277.12,92.87,0,,,10607.04,6501,false
800af0,IGO1701 ,India,1560302900,1560302900,51.6698,25.1577,701.04,false,74.8,338.2,-3.25,,,609.6,4017,false
a50900,RPA4491 ,United States,1560302900,1560302900,-74.0708,40.5599,1287.78,false,129.18,35.27,-5.2,,,1325.88,1563,false
800af3,IGO211  ,India,1560302646,1560302745,78.0508,20.4757,10972.8,true,240.18,345.99,0,,,,5046,false
39bd20,AFR083  ,France,1560302899,1560302900,-119.5879,49.0544,11224.26,false,261.28,23.44,5.2,,,11704.32,3374,false
39bd21,AFR111  ,France,1560302899,1560302899,19.0525,55.5942,12192,false,241.94,225.95,0,,,12557.76,6501,false
800af1,IGO516  ,India,1560302900,1560302900,78.0333,14.9935,10980.42,false,240.81,3.92,0.98,,,11666.22,2763,false
7c7a3f,VOZ1447 ,Australia,1560302899,1560302899,152.4443,-29.6353,10096.5,false,271.24,42.62,-10.08,,,10683.24,1254,false
850dae,JAL663  ,Japan,1560302876,1560302882,139.0592,35.4024,8244.84,false,195.66,263.66,10.4,,,8389.62,2052,false
7c7a3a,VOZ834  ,Australia,1560302900,1560302900,150.6139,-34.6246,9745.98,false,186.02,233.32,0,,,10157.46,4210,false
40371f,WJA596  ,United Kingdom,1560302899,1560302899,-78.6141,43.7756,7955.28,false,268.74,62.65,9.1,,,8115.3,0557,false
aa5457,CKS765  ,United States,1560302900,1560302900,-82.3977,40.545,10668,false,283.63,67.95,0,,,10919.46,4040,false
a2ca5f,UAL980  ,United States,1560302774,1560302818,-104.6424,39.7717,1722.12,false,76.14,359.61,-4.23,,,1973.58,1726,false
a2e47f,HGT4425 ,United States,1560302899,1560302899,-111.785,34.0494,3124.2,false,151.85,194.32,-8.45,,,3124.2,1603,false
c03cf1,ROU1563 ,Canada,1560302900,1560302900,-77.2306,46.9149,11574.78,false,234.19,319.28,0,,,11643.36,5174,false
a066a8,FTH125  ,United States,1560302899,1560302900,-91.122,43.1318,13716,false,267.52,89.45,0,,,13891.26,7012,false
71be43,KAL932  ,Republic of Korea,1560302900,1560302900,72.8386,43.5888,11277.6,false,256.56,84.02,0,,,11460.48,1256,false
adfba2,GNDTEST ,United States,1560302686,1560302688,-97.1945,33.1997,182.88,false,0,180,0,,,167.64,,false
c043cb,WJA719  ,Canada,1560302893,1560302899,-100.186,50.0088,10972.8,false,220.32,274.42,0,,,10988.04,3241,false
c03cf4,,Canada,1560302898,1560302900,-119.865,38.2574,10668,false,229.93,168.51,0,,,10660.38,2663,false
aaa2f6,SWA5877 ,United States,1560302900,1560302900,-96.5439,32.7767,12184.38,false,228.12,346.97,0,,,12641.58,7260,false
867d00,ANA564  ,Japan,1560302900,1560302900,134.6649,33.3288,7787.64,false,218.02,93.52,11.05,,,7917.18,2204,false
7c7a46,VOZ942  ,Australia,1560302900,1560302900,152.7931,-28.3856,8823.96,false,212.46,201.6,9.75,,,9349.74,1157,false
5113b2,PUKSIR10,Estonia,1560302897,1560302897,24.8063,59.4176,,true,4.89,92,,,,,,false
a27a94,SKW4585 ,United States,1560302900,1560302900,-104.3453,40.3658,10363.2,false,219.51,264.89,0,,,10759.44,4173,false
a2ca64,UAL27   ,United States,1560302900,1560302900,-87.4145,41.576,11277.6,false,290.48,76.48,-0.33,,,11483.34,5622,false
7c7a43,VOZ779  ,Australia,1560302899,1560302899,148.021,-19.2376,11582.4,false,226.73,321.73,0,,,12428.22,3224,false
7c7a44,VOZ935  ,Australia,1560302899,1560302900,152.0032,-32.2709,11300.46,false,251.34,18.62,5.85,,,11864.34,1535,false
a2efae,,United States,1560302871,1560302895,-122.3832,37.6118,7.62,true,5.25,191.31,0,,,,6703,false
a65104,JBU672  ,United States,1560302900,1560302900,-75.182,39.603,5836.92,false,241.39,36.33,-12.03,,,6096,3343,false
acdbf4,DAL1743 ,United States,1560302899,1560302899,-80.8609,39.3197,10668,false,219.31,162.25,0,,,11033.76,4107,false
a6b414,N5309V  ,United States,1560302899,1560302899,-111.7258,33.1904,1097.28,false,41.98,199.32,1.63,,,1089.66,,false
a173a8,DAL216  ,United States,1560302631,1560302707,-68.4702,39.3742,10058.4,false,263.15,102.19,-0.33,,,10530.84,7171,false
c00964,CFDOL   ,Canada,1560302899,1560302900,-76.6109,44.9501,11582.4,false,204.07,240.72,0,,,11711.94,1006,false
04c14a,        ,Kenya,1560302886,1560302897,55.3624,25.2451,129.54,true,7.46,300,,,,,4006,false
ada227,JBU1124 ,United States,1560302768,1560302768,-102.4778,42.0327,10050.78,false,238.77,79.95,0,,,10294.62,0171,false
861b86,ANA735  ,Japan,1560302900,1560302900,136.0952,34.9038,6964.68,false,235.45,72.71,16.58,,,7094.22,2065,false
c04fae,,Canada,1560302900,1560302900,-105.2534,51.8444,7620,false,179.77,105.95,0.98,,,7703.82,,false
86226a,ANA824  ,Japan,1560302871,1560302895,121.9602,25.3701,5318.76,false,224.31,77.68,10.73,,,5608.32,2603,false
a987bf,FFT665  ,United States,1560302900,1560302900,-110.9875,39.2149,9753.6,false,230.25,259.44,0,,,10279.38,2757,false
a747cb,UAL2173 ,United States,1560302900,1560302900,-84.0073,30.8124,9060.18,false,230.36,121.21,-4.55,,,9532.62,3250,false
39c426,AFR673  ,France,1560302581,1560302632,-92.4231,45.2251,20756.88,false,216.78,50.68,9.1,,,3977.64,3637,false
a721a4,JBU1006 ,United States,1560302899,1560302900,-121.9403,40.4049,10972.8,false,245.87,5.16,0,,,11490.96,7371,false
a209d6,,United States,1560302768,1560302882,-79.598,37.0083,4503.42,false,185.65,229.16,-5.85,,,5173.98,5667,false
348ff7,,Spain,1560302896,1560302896,-117.1262,32.6386,449.58,false,49.28,323.49,0,,,1173.48,,false
a1e9ac,ENY3509 ,United States,1560302859,1560302899,-94.522,35.5225,6362.7,false,206.5,194.28,7.48,,,6644.64,1661,false
c056c6,WJA573  ,Canada,1560302899,1560302900,-104.1905,51.6584,12192,false,201.92,289.5,-0.33,,,12306.3,3464,false
a79768,ASA688  ,United States,1560302898,1560302899,-115.4971,36.0683,2667,false,142.55,88.55,-11.38,,,2659.38,4574,false
7806b4,CHH7189 ,China,1560302887,1560302887,107.2609,28.5198,8145.78,false,217.75,144.13,-5.53,,,8663.94,4120,false
0c20a6,CMP725  ,Panama,1560302694,1560302695,-58.6527,-12.4963,11277.6,false,228.41,128.6,0,,,12009.12,,false
a12e57,,United States,1560302426,1560302900,-122.5595,37.991,6972.3,false,202.66,328.81,6.83,,,6225.54,3765,false
a01567,AAL2004 ,United States,1560302900,1560302900,-80.8252,34.4596,7078.98,false,199.14,175.7,8.78,,,7429.5,1762,false
a8fc73,UAL1550 ,United States,1560302855,1560302855,-98.5253,48.0646,10363.2,false,222.71,273.71,0,,,10355.58,1062,false
a14872,DAL9892 ,United States,1560302899,1560302899,-55.1122,45.0526,11582.4,false,211.44,253.46,0,,,11894.82,0711,false
a18ee4,N2SC    ,United States,1560302896,1560302896,-80.6791,34.0817,1097.28,false,101.68,107.98,0,,,1127.76,3363,false
780863,CSN3009 ,China,1560302900,1560302900,123.3368,36.9164,10690.86,false,253.13,170.29,0,,,11117.58,1215,false
0d0682,AIJ980  ,Mexico,1560302900,1560302900,-115.5644,32.574,11574.78,false,211.05,316.38,-0.33,,,11574.78,2675,false
789205,HKE850  ,China,1560302827,1560302888,122.6853,25.6651,10675.62,false,256.96,49.71,0,,,11399.52,3550,false
a4f816,,United States,1560302650,1560302650,-111.7175,33.4681,502.92,false,33.39,236.31,-2.6,,,495.3,1200,false
40700a,EXS87TM ,United Kingdom,1560302900,1560302900,0.3046,51.6716,1493.52,false,123.15,284.27,-1.95,,,1463.04,3123,false
780873,CCA833  ,China,1560302899,1560302899,41.8169,56.2095,11582.4,false,211.22,275.03,-0.33,,,11925.3,5020,false
ad8901,SKW861L ,United States,1560302899,1560302900,-122.192,38.838,7818.12,false,204.34,358.12,3.9,,,8244.84,1741,false
a088ec,N13312  ,United States,1560302900,1560302900,-122.2933,47.6532,388.62,false,44.59,101.31,0.98,,,419.1,1200,false
ad8906,N971TA  ,United States,1560302897,1560302898,-117.847,33.6711,289.56,false,48.57,36.38,-0.98,,,266.7,1200,false
a2e098,ASA343  ,United States,1560302900,1560302900,-117.7882,34.0133,3032.76,false,151.02,266.48,-3.25,,,3208.02,3445,false
318f3b,,Italy,,1560302775,,,,false,11.32,261,,,,,,false
78086c,CCA961  ,China,1560302898,1560302900,36.2113,56.7947,10363.2,false,232.06,248.95,0,,,10721.34,4402,false
a11b00,AAL686  ,United States,1560302900,1560302900,-116.5487,34.1706,9144,false,231.51,290.69,-0.33,,,9136.38,2646,false
789215,CPA271  ,China,1560302899,1560302900,42.681,53.5214,11582.4,false,251.35,267.18,-0.33,,,11940.54,0724,false
aa649c,SWA48   ,United States,1560302899,1560302900,-93.8754,36.8126,11887.2,false,257.74,38.52,0,,,12214.86,3614,false
acf492,AAL2735 ,United States,1560302900,1560302900,-117.0454,38.0561,10972.8,false,210.54,263.97,0.33,,,10965.18,3465,false
a5050e,SWA6604 ,United States,1560302823,1560302899,-99.7166,34.3325,10561.32,false,248.6,114.71,-11.38,,,10988.04,2612,false
789223,CRK231  ,China,1560302899,1560302900,119.3291,24.6984,11376.66,false,241.5,229.32,-4.88,,,12176.76,5010,false
a92361,UAL1418 ,United States,1560302455,1560302654,-118.3796,33.9377,38.1,false,11.83,84,,,,30.48,1473,false
800d05,GOW317  ,India,1560302899,1560302899,76.1154,14.9913,10073.64,false,235.4,138.37,0,,,10683.24,6335,false
800d04,GOW227  ,India,1560302899,1560302899,81.1852,26.5942,10972.8,false,224.07,302.34,0,,,11658.6,2645,false
800d08,SEJ3071 ,India,1560302841,1560302864,79.2664,11.6351,6705.6,false,156.62,211.71,0.33,,,7071.36,0210,false
800d53,SEJ3301 ,India,1560302776,1560302793,77.7255,13.2068,914.4,false,68.94,270.86,-3.25,,,838.2,1000,false
78921b,CPA504  ,China,1560302899,1560302899,114.5597,21.8066,5867.4,false,220.24,88.66,8.45,,,5318.76,3504,false
780894,CDG4763 ,China,1560302596,1560302596,105.1669,28.3559,7185.66,false,211.36,314.51,-5.53,,,8435.34,2424,false
800d55,,India,1560302899,1560302900,78.1135,14.1377,6469.38,false,180.42,198.8,-7.48,,,6835.14,1000,false
318f1b,,Italy,,1560302674,,,,false,7.72,258,,,,,,false
a85ce8,QXE2583 ,United States,1560302898,1560302899,-120.0566,49.4226,9753.6,false,216.91,216.03,0,,,10226.04,1356,false
a23b3e,N243BA  ,United States,1560302864,1560302882,-117.8492,33.7077,114.3,false,69.07,201.41,-5.53,,,182.88,7233,false
a2fee9,,United States,1560301885,1560302898,-119.6393,35.2488,2011.68,false,231.95,158.67,-11.38,,,,3636,false
789231,CPA383  ,China,1560302900,1560302900,47.8852,56.1059,12192,false,221.96,267.34,0,,,12451.08,5342,false
789232,CPA530  ,China,1560302899,1560302899,117.1198,21.9857,10058.4,false,262.41,88.99,0,,,10782.3,5711,false
78088d,CSN3275 ,China,1560302801,1560302801,107.6812,29.4336,10698.48,false,233.25,357.6,0,,,11391.9,2464,false
c0556b,JZA971  ,Canada,1560302895,1560302899,-75.5828,44.6845,3947.16,false,193.53,25.34,-15.93,,,4053.84,3614,false
78088a,CSN619  ,China,1560302843,1560302878,135.0432,36.0622,10058.4,false,255.37,111.14,-0.33,,,10233.66,4463,false
a0c5ef,UPS2874 ,United States,1560302875,1560302875,-111.9818,33.4408,434.34,false,65.34,270.45,-3.25,,,449.58,4357,false
0d0633,AIJ2931 ,Mexico,1560302899,1560302899,-99.1963,19.3924,2796.54,false,106.54,154.55,-3.9,,,2979.42,,false
a9cca5,SKW3070 ,United States,1560302895,1560302900,-111.5381,33.7271,2842.26,false,127.88,212.35,-5.53,,,2834.64,2177,false
7c7c74,TGG229  ,Australia,1560302899,1560302900,148.2084,-36.0627,7924.8,false,133.85,235.33,0,,,8199.12,7215,false
7c7c76,VOZ1687 ,Australia,1560302899,1560302899,150.6688,-31.2647,11879.58,false,254.47,35.04,0,,,12512.04,1264,false
0c20ce,CMP207  ,Panama,1560302900,1560302900,-62.6843,-18.2802,11269.98,false,220.31,145.75,0.33,,,11986.26,0163,false
800d62,IGO2024 ,India,1560302897,1560302899,78.0883,27.8709,7155.18,false,234.46,117.3,14.96,,,7490.46,0554,false
800d69,IGO379  ,India,1560302899,1560302899,79.0062,15.3272,11574.78,false,241.2,237.63,0,,,12298.68,2626,false
800d67,IGO732  ,India,1560302722,1560302722,78.7565,19.9849,9448.8,false,227.84,14.38,-0.33,,,10111.74,2673,false
800d66,IGO852  ,India,1560302900,1560302900,77.9172,13.6572,5143.5,false,208.47,60.59,8.45,,,5448.3,2710,false
a5537f,QXE2233 ,United States,1560302900,1560302900,-122.1931,47.1197,1821.18,false,123.57,275.73,-5.53,,,1950.72,4767,false
a8fc2e,UAL782  ,United States,1560302899,1560302899,-89.2992,39.8195,8534.4,false,218.65,224.14,0,,,8763,3150,false
